polisher,depth,total_SNP_errors,total_Deletion_errors,total_Insertion_errors,total_Mixed_errors,Existing,Introduced
fmlrc2,25.0,57.0,2.0,3.0,184.0,2.0,244.0
fmlrc2,25.1,39.0,7.0,2.0,79.0,7.0,120.0
fmlrc2,25.2,50.0,8.0,3.0,77.0,8.0,130.0
fmlrc2,25.3,35.0,4.0,5.0,121.0,4.0,161.0
fmlrc2,25.4,33.0,6.0,4.0,90.0,5.0,128.0
fmlrc2,25.5,25.0,4.0,1.0,77.0,4.0,103.0
fmlrc2,25.6,46.0,5.0,3.0,147.0,5.0,196.0
fmlrc2,25.7,36.0,5.0,0.0,60.0,5.0,96.0
fmlrc2,25.8,22.0,5.0,3.0,183.0,4.0,209.0
fmlrc2,25.9,42.0,5.0,1.0,42.0,4.0,86.0
fmlrc2,26.0,45.0,6.0,1.0,77.0,6.0,123.0
fmlrc2,26.1,34.0,2.0,2.0,132.0,2.0,168.0
fmlrc2,26.2,32.0,4.0,0.0,114.0,4.0,146.0
fmlrc2,26.3,34.0,2.0,2.0,48.0,2.0,84.0
fmlrc2,26.4,45.0,3.0,4.0,52.0,2.0,102.0
fmlrc2,26.5,25.0,6.0,0.0,62.0,6.0,87.0
fmlrc2,26.6,23.0,4.0,1.0,33.0,2.0,59.0
fmlrc2,26.7,41.0,7.0,1.0,93.0,4.0,138.0
fmlrc2,26.8,13.0,6.0,1.0,47.0,4.0,63.0
fmlrc2,26.9,35.0,3.0,1.0,74.0,3.0,110.0
fmlrc2,27.0,13.0,4.0,1.0,33.0,4.0,47.0
fmlrc2,27.1,26.0,2.0,1.0,28.0,2.0,55.0
fmlrc2,27.2,19.0,7.0,2.0,58.0,5.0,81.0
fmlrc2,27.3,28.0,6.0,2.0,87.0,4.0,119.0
fmlrc2,27.4,22.0,4.0,2.0,70.0,3.0,95.0
fmlrc2,27.5,12.0,6.0,4.0,53.0,4.0,71.0
fmlrc2,27.6,24.0,4.0,1.0,25.0,4.0,50.0
fmlrc2,27.7,14.0,5.0,2.0,31.0,4.0,48.0
fmlrc2,27.8,22.0,4.0,0.0,47.0,4.0,69.0
fmlrc2,27.9,16.0,0.0,0.0,85.0,0.0,101.0
fmlrc2,28.0,40.0,2.0,3.0,33.0,2.0,76.0
fmlrc2,28.1,17.0,5.0,2.0,44.0,4.0,64.0
fmlrc2,28.2,27.0,4.0,0.0,20.0,4.0,47.0
fmlrc2,28.3,29.0,5.0,1.0,31.0,5.0,61.0
fmlrc2,28.4,16.0,4.0,1.0,41.0,4.0,58.0
fmlrc2,28.5,21.0,16.0,1.0,29.0,4.0,63.0
fmlrc2,28.6,15.0,2.0,2.0,70.0,2.0,87.0
fmlrc2,28.7,11.0,5.0,0.0,65.0,4.0,77.0
fmlrc2,28.8,14.0,4.0,1.0,35.0,4.0,50.0
fmlrc2,28.9,16.0,5.0,1.0,38.0,5.0,55.0
fmlrc2,29.0,12.0,8.0,3.0,18.0,5.0,36.0
fmlrc2,29.1,11.0,5.0,1.0,12.0,5.0,24.0
fmlrc2,29.2,23.0,5.0,1.0,19.0,5.0,43.0
fmlrc2,29.3,25.0,5.0,1.0,32.0,5.0,58.0
fmlrc2,29.4,12.0,6.0,0.0,41.0,4.0,55.0
fmlrc2,29.5,14.0,4.0,2.0,31.0,4.0,47.0
fmlrc2,29.6,24.0,5.0,2.0,17.0,5.0,43.0
fmlrc2,29.7,14.0,4.0,1.0,9.0,4.0,24.0
fmlrc2,29.8,26.0,4.0,0.0,16.0,3.0,43.0
fmlrc2,29.9,10.0,3.0,8.0,8.0,3.0,26.0
fmlrc2,30.0,21.0,6.0,1.0,14.0,6.0,36.0
fmlrc2,30.1,7.0,3.0,0.0,13.0,3.0,20.0
fmlrc2,30.2,8.0,4.0,3.0,32.0,4.0,43.0
fmlrc2,30.3,11.0,5.0,2.0,21.0,4.0,35.0
fmlrc2,30.4,13.0,5.0,0.0,12.0,5.0,25.0
fmlrc2,30.5,13.0,4.0,0.0,15.0,4.0,28.0
fmlrc2,30.6,14.0,5.0,1.0,19.0,4.0,35.0
fmlrc2,30.7,23.0,4.0,0.0,5.0,4.0,28.0
fmlrc2,30.8,9.0,7.0,1.0,21.0,7.0,31.0
fmlrc2,30.9,2.0,4.0,0.0,2.0,4.0,4.0
fmlrc2,31.0,7.0,4.0,1.0,7.0,4.0,15.0
fmlrc2,31.1,14.0,4.0,1.0,45.0,4.0,60.0
fmlrc2,31.2,14.0,4.0,1.0,7.0,4.0,22.0
fmlrc2,31.3,19.0,5.0,0.0,10.0,5.0,29.0
fmlrc2,31.4,7.0,5.0,2.0,15.0,2.0,27.0
fmlrc2,31.5,5.0,4.0,1.0,0.0,4.0,6.0
fmlrc2,31.6,9.0,6.0,2.0,14.0,4.0,27.0
fmlrc2,31.7,15.0,5.0,2.0,16.0,5.0,33.0
fmlrc2,31.8,10.0,5.0,0.0,35.0,2.0,48.0
fmlrc2,31.9,14.0,5.0,1.0,46.0,5.0,61.0
fmlrc2,32.0,13.0,4.0,0.0,12.0,4.0,25.0
fmlrc2,32.1,9.0,5.0,0.0,7.0,5.0,16.0
fmlrc2,32.2,8.0,4.0,2.0,15.0,4.0,25.0
fmlrc2,32.3,18.0,7.0,1.0,17.0,7.0,36.0
fmlrc2,32.4,8.0,5.0,0.0,26.0,4.0,35.0
fmlrc2,32.5,15.0,3.0,0.0,11.0,3.0,26.0
fmlrc2,32.6,6.0,5.0,1.0,21.0,5.0,28.0
fmlrc2,32.7,6.0,4.0,1.0,23.0,4.0,30.0
fmlrc2,32.8,4.0,3.0,1.0,24.0,3.0,29.0
fmlrc2,32.9,3.0,4.0,0.0,11.0,4.0,14.0
fmlrc2,33.0,6.0,5.0,0.0,3.0,5.0,9.0
fmlrc2,33.1,6.0,4.0,0.0,19.0,4.0,25.0
fmlrc2,33.2,10.0,4.0,2.0,0.0,4.0,12.0
fmlrc2,33.3,14.0,4.0,3.0,29.0,4.0,46.0
fmlrc2,33.4,12.0,4.0,1.0,0.0,4.0,13.0
fmlrc2,33.5,11.0,4.0,3.0,5.0,4.0,19.0
fmlrc2,33.6,4.0,4.0,0.0,19.0,4.0,23.0
fmlrc2,33.7,8.0,4.0,0.0,9.0,4.0,17.0
fmlrc2,33.8,11.0,4.0,0.0,8.0,4.0,19.0
fmlrc2,33.9,9.0,4.0,0.0,62.0,4.0,71.0
fmlrc2,34.0,2.0,4.0,0.0,5.0,4.0,7.0
fmlrc2,34.1,4.0,4.0,0.0,23.0,4.0,27.0
fmlrc2,34.2,7.0,4.0,0.0,6.0,4.0,13.0
fmlrc2,34.3,7.0,4.0,0.0,21.0,4.0,28.0
fmlrc2,34.4,5.0,5.0,1.0,8.0,4.0,15.0
fmlrc2,34.5,9.0,5.0,0.0,28.0,4.0,38.0
fmlrc2,34.6,13.0,5.0,0.0,13.0,4.0,27.0
fmlrc2,34.7,9.0,4.0,1.0,0.0,4.0,10.0
fmlrc2,34.8,7.0,5.0,1.0,0.0,5.0,8.0
fmlrc2,34.9,2.0,4.0,0.0,23.0,4.0,25.0
fmlrc2,35.0,7.0,12.0,1.0,0.0,4.0,16.0
fmlrc2,35.1,3.0,4.0,0.0,6.0,4.0,9.0
fmlrc2,35.2,8.0,4.0,0.0,5.0,4.0,13.0
fmlrc2,35.3,1.0,5.0,0.0,0.0,5.0,1.0
fmlrc2,35.4,8.0,4.0,1.0,0.0,4.0,9.0
fmlrc2,35.5,3.0,5.0,0.0,4.0,5.0,7.0
fmlrc2,35.6,6.0,5.0,0.0,0.0,5.0,6.0
fmlrc2,35.7,11.0,3.0,0.0,2.0,3.0,13.0
fmlrc2,35.8,10.0,5.0,0.0,13.0,5.0,23.0
fmlrc2,35.9,3.0,4.0,0.0,6.0,4.0,9.0
fmlrc2,36.0,5.0,3.0,2.0,2.0,3.0,9.0
fmlrc2,36.1,6.0,5.0,0.0,21.0,5.0,27.0
fmlrc2,36.2,4.0,4.0,1.0,2.0,4.0,7.0
fmlrc2,36.3,4.0,4.0,0.0,5.0,4.0,9.0
fmlrc2,36.4,8.0,5.0,1.0,0.0,4.0,10.0
fmlrc2,36.5,3.0,5.0,2.0,2.0,5.0,7.0
fmlrc2,36.6,2.0,4.0,1.0,2.0,4.0,5.0
fmlrc2,36.7,3.0,5.0,0.0,2.0,5.0,5.0
fmlrc2,36.8,2.0,4.0,0.0,8.0,4.0,10.0
fmlrc2,36.9,5.0,4.0,1.0,5.0,1.0,14.0
fmlrc2,37.0,5.0,4.0,1.0,0.0,4.0,6.0
fmlrc2,37.1,5.0,4.0,2.0,4.0,4.0,11.0
fmlrc2,37.2,8.0,4.0,0.0,0.0,4.0,8.0
fmlrc2,37.3,2.0,4.0,0.0,0.0,4.0,2.0
fmlrc2,37.4,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,37.5,3.0,5.0,0.0,0.0,5.0,3.0
fmlrc2,37.6,6.0,4.0,1.0,7.0,4.0,14.0
fmlrc2,37.7,9.0,5.0,2.0,18.0,5.0,29.0
fmlrc2,37.8,5.0,5.0,0.0,3.0,5.0,8.0
fmlrc2,37.9,1.0,4.0,0.0,5.0,4.0,6.0
fmlrc2,38.0,2.0,5.0,0.0,0.0,5.0,2.0
fmlrc2,38.1,2.0,7.0,0.0,0.0,7.0,2.0
fmlrc2,38.2,8.0,5.0,2.0,18.0,5.0,28.0
fmlrc2,38.3,5.0,5.0,0.0,0.0,5.0,5.0
fmlrc2,38.4,0.0,5.0,0.0,5.0,5.0,5.0
fmlrc2,38.5,5.0,4.0,0.0,2.0,4.0,7.0
fmlrc2,38.6,1.0,4.0,0.0,0.0,4.0,1.0
fmlrc2,38.7,0.0,4.0,1.0,0.0,4.0,1.0
fmlrc2,38.8,4.0,4.0,0.0,0.0,4.0,4.0
fmlrc2,38.9,2.0,5.0,1.0,0.0,5.0,3.0
fmlrc2,39.0,0.0,4.0,0.0,4.0,4.0,4.0
fmlrc2,39.1,2.0,7.0,1.0,0.0,7.0,3.0
fmlrc2,39.2,3.0,4.0,1.0,0.0,4.0,4.0
fmlrc2,39.3,3.0,5.0,1.0,5.0,4.0,10.0
fmlrc2,39.4,3.0,7.0,1.0,0.0,7.0,4.0
fmlrc2,39.5,0.0,5.0,0.0,0.0,5.0,0.0
fmlrc2,39.6,3.0,7.0,3.0,5.0,7.0,11.0
fmlrc2,39.7,1.0,4.0,0.0,15.0,4.0,16.0
fmlrc2,39.8,1.0,4.0,0.0,0.0,4.0,1.0
fmlrc2,39.9,0.0,4.0,1.0,0.0,4.0,1.0
fmlrc2,40.0,1.0,5.0,0.0,0.0,5.0,1.0
fmlrc2,40.1,14.0,3.0,0.0,0.0,1.0,16.0
fmlrc2,40.2,1.0,7.0,0.0,0.0,7.0,1.0
fmlrc2,40.3,1.0,4.0,1.0,0.0,4.0,2.0
fmlrc2,40.4,4.0,3.0,0.0,2.0,3.0,6.0
fmlrc2,40.5,2.0,4.0,0.0,0.0,4.0,2.0
fmlrc2,40.6,5.0,3.0,0.0,4.0,3.0,9.0
fmlrc2,40.7,5.0,4.0,1.0,0.0,4.0,6.0
fmlrc2,40.8,6.0,4.0,0.0,0.0,4.0,6.0
fmlrc2,40.9,4.0,4.0,0.0,0.0,4.0,4.0
fmlrc2,41.0,0.0,4.0,0.0,0.0,1.0,3.0
fmlrc2,41.1,4.0,7.0,1.0,18.0,4.0,26.0
fmlrc2,41.2,1.0,3.0,0.0,2.0,3.0,3.0
fmlrc2,41.3,0.0,4.0,1.0,0.0,4.0,1.0
fmlrc2,41.4,5.0,4.0,0.0,0.0,4.0,5.0
fmlrc2,41.5,1.0,3.0,0.0,2.0,3.0,3.0
fmlrc2,41.6,4.0,4.0,1.0,0.0,4.0,5.0
fmlrc2,41.7,0.0,1.0,0.0,0.0,1.0,0.0
fmlrc2,41.8,9.0,4.0,0.0,5.0,4.0,14.0
fmlrc2,41.9,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,42.0,1.0,4.0,0.0,0.0,4.0,1.0
fmlrc2,42.1,3.0,7.0,2.0,0.0,7.0,5.0
fmlrc2,42.2,1.0,7.0,0.0,4.0,7.0,5.0
fmlrc2,42.3,2.0,4.0,0.0,0.0,4.0,2.0
fmlrc2,42.4,3.0,4.0,0.0,8.0,4.0,11.0
fmlrc2,42.5,5.0,4.0,1.0,0.0,4.0,6.0
fmlrc2,42.6,3.0,7.0,1.0,0.0,7.0,4.0
fmlrc2,42.7,2.0,4.0,1.0,3.0,4.0,6.0
fmlrc2,42.8,0.0,3.0,0.0,2.0,3.0,2.0
fmlrc2,42.9,0.0,7.0,1.0,5.0,7.0,6.0
fmlrc2,43.0,0.0,6.0,1.0,8.0,6.0,9.0
fmlrc2,43.1,8.0,3.0,0.0,2.0,3.0,10.0
fmlrc2,43.2,0.0,7.0,0.0,0.0,7.0,0.0
fmlrc2,43.3,3.0,3.0,1.0,11.0,3.0,15.0
fmlrc2,43.4,3.0,4.0,0.0,0.0,4.0,3.0
fmlrc2,43.5,3.0,5.0,1.0,0.0,5.0,4.0
fmlrc2,43.6,3.0,7.0,0.0,3.0,7.0,6.0
fmlrc2,43.7,2.0,7.0,0.0,2.0,7.0,4.0
fmlrc2,43.8,0.0,5.0,1.0,0.0,5.0,1.0
fmlrc2,43.9,6.0,4.0,1.0,0.0,4.0,7.0
fmlrc2,44.0,0.0,8.0,0.0,0.0,8.0,0.0
fmlrc2,44.1,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,44.2,2.0,5.0,1.0,0.0,5.0,3.0
fmlrc2,44.3,9.0,6.0,1.0,2.0,6.0,12.0
fmlrc2,44.4,3.0,7.0,0.0,0.0,7.0,3.0
fmlrc2,44.5,0.0,7.0,0.0,0.0,7.0,0.0
fmlrc2,44.6,0.0,5.0,0.0,0.0,5.0,0.0
fmlrc2,44.7,1.0,7.0,1.0,0.0,7.0,2.0
fmlrc2,44.8,1.0,4.0,2.0,9.0,4.0,12.0
fmlrc2,44.9,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,45.0,8.0,4.0,0.0,0.0,4.0,8.0
fmlrc2,45.1,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,45.2,9.0,7.0,1.0,0.0,7.0,10.0
fmlrc2,45.3,2.0,3.0,1.0,2.0,3.0,5.0
fmlrc2,45.4,5.0,4.0,0.0,6.0,4.0,11.0
fmlrc2,45.5,3.0,5.0,0.0,2.0,5.0,5.0
fmlrc2,45.6,0.0,5.0,0.0,5.0,5.0,5.0
fmlrc2,45.7,1.0,4.0,0.0,0.0,4.0,1.0
fmlrc2,45.8,2.0,4.0,0.0,0.0,4.0,2.0
fmlrc2,45.9,1.0,7.0,0.0,3.0,7.0,4.0
fmlrc2,46.0,0.0,5.0,0.0,0.0,5.0,0.0
fmlrc2,46.1,2.0,7.0,1.0,0.0,7.0,3.0
fmlrc2,46.2,4.0,5.0,0.0,9.0,5.0,13.0
fmlrc2,46.3,11.0,4.0,0.0,0.0,4.0,11.0
fmlrc2,46.4,0.0,7.0,0.0,0.0,7.0,0.0
fmlrc2,46.5,3.0,4.0,2.0,0.0,4.0,5.0
fmlrc2,46.6,1.0,4.0,0.0,0.0,4.0,1.0
fmlrc2,46.7,1.0,4.0,3.0,0.0,4.0,4.0
fmlrc2,46.8,0.0,7.0,0.0,0.0,7.0,0.0
fmlrc2,46.9,0.0,3.0,0.0,2.0,3.0,2.0
fmlrc2,47.0,1.0,4.0,1.0,4.0,4.0,6.0
fmlrc2,47.1,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,47.2,3.0,4.0,0.0,0.0,4.0,3.0
fmlrc2,47.3,1.0,8.0,0.0,0.0,8.0,1.0
fmlrc2,47.4,1.0,7.0,1.0,2.0,7.0,4.0
fmlrc2,47.5,2.0,5.0,1.0,0.0,5.0,3.0
fmlrc2,47.6,5.0,7.0,0.0,0.0,7.0,5.0
fmlrc2,47.7,0.0,1.0,0.0,0.0,1.0,0.0
fmlrc2,47.8,2.0,4.0,0.0,0.0,4.0,2.0
fmlrc2,47.9,2.0,3.0,1.0,2.0,3.0,5.0
fmlrc2,48.0,5.0,7.0,0.0,0.0,7.0,5.0
fmlrc2,48.1,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,48.2,2.0,4.0,1.0,0.0,4.0,3.0
fmlrc2,48.3,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,48.4,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,48.5,2.0,4.0,0.0,0.0,1.0,5.0
fmlrc2,48.6,6.0,7.0,0.0,0.0,7.0,6.0
fmlrc2,48.7,0.0,1.0,0.0,0.0,1.0,0.0
fmlrc2,48.8,0.0,7.0,0.0,0.0,7.0,0.0
fmlrc2,48.9,2.0,7.0,0.0,0.0,7.0,2.0
fmlrc2,49.0,7.0,4.0,0.0,0.0,4.0,7.0
fmlrc2,49.1,0.0,3.0,0.0,2.0,3.0,2.0
fmlrc2,49.2,4.0,7.0,1.0,2.0,7.0,7.0
fmlrc2,49.3,0.0,7.0,0.0,0.0,7.0,0.0
fmlrc2,49.4,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,49.5,1.0,7.0,1.0,0.0,7.0,2.0
fmlrc2,49.6,6.0,4.0,0.0,0.0,4.0,6.0
fmlrc2,49.7,0.0,4.0,1.0,0.0,4.0,1.0
fmlrc2,49.8,0.0,7.0,0.0,0.0,7.0,0.0
fmlrc2,49.9,0.0,4.0,0.0,0.0,4.0,0.0
fmlrc2,50.0,0.0,4.0,0.0,0.0,1.0,3.0
hapog,25.0,77.0,2.0,0.0,0.0,1.0,78.0
hapog,25.1,78.0,2.0,0.0,0.0,1.0,79.0
hapog,25.2,80.0,6.0,0.0,0.0,6.0,80.0
hapog,25.3,79.0,2.0,1.0,0.0,1.0,81.0
hapog,25.4,81.0,2.0,1.0,0.0,1.0,83.0
hapog,25.5,69.0,1.0,1.0,0.0,1.0,70.0
hapog,25.6,69.0,3.0,1.0,0.0,2.0,71.0
hapog,25.7,67.0,3.0,0.0,0.0,2.0,68.0
hapog,25.8,76.0,2.0,1.0,0.0,2.0,77.0
hapog,25.9,61.0,1.0,0.0,0.0,0.0,62.0
hapog,26.0,75.0,4.0,1.0,0.0,4.0,76.0
hapog,26.1,66.0,2.0,0.0,0.0,1.0,67.0
hapog,26.2,75.0,4.0,0.0,0.0,3.0,76.0
hapog,26.3,60.0,1.0,0.0,0.0,1.0,60.0
hapog,26.4,48.0,1.0,0.0,0.0,1.0,48.0
hapog,26.5,57.0,3.0,0.0,0.0,2.0,58.0
hapog,26.6,64.0,2.0,0.0,0.0,1.0,65.0
hapog,26.7,60.0,3.0,0.0,0.0,2.0,61.0
hapog,26.8,55.0,4.0,1.0,0.0,4.0,56.0
hapog,26.9,82.0,2.0,0.0,0.0,2.0,82.0
hapog,27.0,51.0,1.0,1.0,0.0,1.0,52.0
hapog,27.1,79.0,1.0,0.0,0.0,1.0,79.0
hapog,27.2,63.0,3.0,2.0,0.0,3.0,65.0
hapog,27.3,48.0,4.0,0.0,0.0,4.0,48.0
hapog,27.4,54.0,2.0,1.0,0.0,2.0,55.0
hapog,27.5,64.0,4.0,0.0,0.0,3.0,65.0
hapog,27.6,68.0,1.0,2.0,0.0,1.0,70.0
hapog,27.7,58.0,3.0,0.0,0.0,2.0,59.0
hapog,27.8,64.0,4.0,0.0,0.0,4.0,64.0
hapog,27.9,48.0,2.0,0.0,0.0,2.0,48.0
hapog,28.0,52.0,1.0,0.0,0.0,1.0,52.0
hapog,28.1,47.0,5.0,0.0,0.0,5.0,47.0
hapog,28.2,61.0,3.0,0.0,0.0,2.0,62.0
hapog,28.3,53.0,4.0,0.0,0.0,4.0,53.0
hapog,28.4,54.0,0.0,0.0,0.0,0.0,54.0
hapog,28.5,43.0,3.0,0.0,0.0,2.0,44.0
hapog,28.6,45.0,3.0,0.0,0.0,3.0,45.0
hapog,28.7,61.0,1.0,0.0,0.0,0.0,62.0
hapog,28.8,58.0,2.0,0.0,0.0,1.0,59.0
hapog,28.9,49.0,2.0,0.0,0.0,2.0,49.0
hapog,29.0,58.0,5.0,1.0,0.0,5.0,59.0
hapog,29.1,47.0,4.0,1.0,0.0,3.0,49.0
hapog,29.2,42.0,4.0,0.0,0.0,3.0,43.0
hapog,29.3,44.0,0.0,0.0,0.0,0.0,44.0
hapog,29.4,35.0,4.0,0.0,0.0,4.0,35.0
hapog,29.5,46.0,2.0,0.0,0.0,1.0,47.0
hapog,29.6,44.0,4.0,1.0,0.0,4.0,45.0
hapog,29.7,61.0,1.0,0.0,0.0,1.0,61.0
hapog,29.8,41.0,7.0,0.0,0.0,5.0,43.0
hapog,29.9,34.0,1.0,1.0,0.0,1.0,35.0
hapog,30.0,44.0,2.0,0.0,2.0,2.0,46.0
hapog,30.1,48.0,1.0,0.0,0.0,1.0,48.0
hapog,30.2,42.0,4.0,0.0,0.0,4.0,42.0
hapog,30.3,37.0,2.0,1.0,0.0,2.0,38.0
hapog,30.4,47.0,2.0,0.0,0.0,1.0,48.0
hapog,30.5,59.0,2.0,1.0,0.0,2.0,60.0
hapog,30.6,36.0,1.0,0.0,0.0,1.0,36.0
hapog,30.7,42.0,0.0,0.0,0.0,0.0,42.0
hapog,30.8,45.0,6.0,0.0,0.0,6.0,45.0
hapog,30.9,37.0,2.0,0.0,0.0,1.0,38.0
hapog,31.0,46.0,1.0,1.0,0.0,1.0,47.0
hapog,31.1,48.0,1.0,0.0,0.0,1.0,48.0
hapog,31.2,34.0,2.0,0.0,0.0,0.0,36.0
hapog,31.3,42.0,1.0,1.0,0.0,1.0,43.0
hapog,31.4,44.0,2.0,0.0,0.0,2.0,44.0
hapog,31.5,32.0,2.0,1.0,0.0,2.0,33.0
hapog,31.6,43.0,1.0,1.0,0.0,0.0,45.0
hapog,31.7,41.0,3.0,0.0,0.0,2.0,42.0
hapog,31.8,38.0,0.0,0.0,0.0,0.0,38.0
hapog,31.9,38.0,1.0,0.0,0.0,1.0,38.0
hapog,32.0,41.0,1.0,2.0,0.0,1.0,43.0
hapog,32.1,50.0,2.0,0.0,0.0,2.0,50.0
hapog,32.2,36.0,4.0,0.0,0.0,4.0,36.0
hapog,32.3,28.0,5.0,1.0,0.0,5.0,29.0
hapog,32.4,40.0,1.0,0.0,0.0,0.0,41.0
hapog,32.5,40.0,2.0,0.0,0.0,1.0,41.0
hapog,32.6,40.0,4.0,0.0,0.0,0.0,44.0
hapog,32.7,41.0,1.0,1.0,0.0,0.0,43.0
hapog,32.8,30.0,4.0,0.0,0.0,4.0,30.0
hapog,32.9,36.0,4.0,1.0,0.0,4.0,37.0
hapog,33.0,39.0,1.0,0.0,0.0,0.0,40.0
hapog,33.1,33.0,1.0,1.0,0.0,1.0,34.0
hapog,33.2,42.0,4.0,1.0,0.0,4.0,43.0
hapog,33.3,39.0,5.0,0.0,0.0,4.0,40.0
hapog,33.4,37.0,2.0,1.0,0.0,1.0,39.0
hapog,33.5,35.0,1.0,0.0,0.0,1.0,35.0
hapog,33.6,30.0,2.0,0.0,0.0,2.0,30.0
hapog,33.7,35.0,1.0,0.0,0.0,0.0,36.0
hapog,33.8,43.0,3.0,0.0,0.0,2.0,44.0
hapog,33.9,27.0,5.0,0.0,0.0,5.0,27.0
hapog,34.0,38.0,3.0,0.0,0.0,0.0,41.0
hapog,34.1,19.0,0.0,0.0,0.0,0.0,19.0
hapog,34.2,30.0,1.0,1.0,0.0,1.0,31.0
hapog,34.3,28.0,3.0,1.0,0.0,3.0,29.0
hapog,34.4,37.0,1.0,0.0,0.0,1.0,37.0
hapog,34.5,20.0,2.0,0.0,0.0,1.0,21.0
hapog,34.6,29.0,2.0,0.0,0.0,1.0,30.0
hapog,34.7,28.0,4.0,1.0,0.0,4.0,29.0
hapog,34.8,29.0,1.0,0.0,0.0,1.0,29.0
hapog,34.9,27.0,0.0,0.0,0.0,0.0,27.0
hapog,35.0,21.0,4.0,1.0,0.0,4.0,22.0
hapog,35.1,28.0,0.0,0.0,0.0,0.0,28.0
hapog,35.2,29.0,2.0,0.0,0.0,1.0,30.0
hapog,35.3,24.0,2.0,3.0,0.0,2.0,27.0
hapog,35.4,34.0,2.0,0.0,0.0,1.0,35.0
hapog,35.5,32.0,4.0,0.0,0.0,4.0,32.0
hapog,35.6,27.0,1.0,0.0,0.0,1.0,27.0
hapog,35.7,33.0,4.0,1.0,0.0,3.0,35.0
hapog,35.8,31.0,4.0,1.0,0.0,3.0,33.0
hapog,35.9,23.0,2.0,1.0,0.0,2.0,24.0
hapog,36.0,30.0,4.0,1.0,0.0,4.0,31.0
hapog,36.1,27.0,3.0,0.0,0.0,1.0,29.0
hapog,36.2,36.0,3.0,0.0,0.0,3.0,36.0
hapog,36.3,26.0,1.0,0.0,0.0,1.0,26.0
hapog,36.4,22.0,1.0,1.0,0.0,1.0,23.0
hapog,36.5,29.0,1.0,1.0,0.0,0.0,31.0
hapog,36.6,25.0,3.0,1.0,0.0,3.0,26.0
hapog,36.7,35.0,4.0,0.0,0.0,4.0,35.0
hapog,36.8,26.0,1.0,0.0,0.0,1.0,26.0
hapog,36.9,20.0,0.0,1.0,0.0,0.0,21.0
hapog,37.0,27.0,5.0,0.0,0.0,4.0,28.0
hapog,37.1,25.0,0.0,1.0,0.0,0.0,26.0
hapog,37.2,27.0,0.0,0.0,0.0,0.0,27.0
hapog,37.3,32.0,5.0,1.0,0.0,4.0,34.0
hapog,37.4,23.0,4.0,0.0,0.0,3.0,24.0
hapog,37.5,24.0,1.0,0.0,0.0,1.0,24.0
hapog,37.6,25.0,2.0,0.0,0.0,1.0,26.0
hapog,37.7,27.0,5.0,1.0,0.0,2.0,31.0
hapog,37.8,28.0,3.0,0.0,0.0,2.0,29.0
hapog,37.9,32.0,2.0,1.0,0.0,1.0,34.0
hapog,38.0,27.0,0.0,0.0,0.0,0.0,27.0
hapog,38.1,24.0,3.0,0.0,0.0,2.0,25.0
hapog,38.2,24.0,1.0,2.0,0.0,1.0,26.0
hapog,38.3,25.0,5.0,0.0,0.0,5.0,25.0
hapog,38.4,19.0,2.0,0.0,0.0,2.0,19.0
hapog,38.5,19.0,2.0,0.0,0.0,2.0,19.0
hapog,38.6,31.0,1.0,0.0,0.0,1.0,31.0
hapog,38.7,22.0,1.0,1.0,0.0,1.0,23.0
hapog,38.8,27.0,1.0,0.0,0.0,1.0,27.0
hapog,38.9,24.0,1.0,1.0,0.0,1.0,25.0
hapog,39.0,21.0,1.0,0.0,0.0,0.0,22.0
hapog,39.1,17.0,1.0,2.0,0.0,1.0,19.0
hapog,39.2,30.0,0.0,0.0,0.0,0.0,30.0
hapog,39.3,16.0,0.0,2.0,0.0,0.0,18.0
hapog,39.4,21.0,2.0,0.0,0.0,2.0,21.0
hapog,39.5,21.0,1.0,0.0,0.0,1.0,21.0
hapog,39.6,23.0,4.0,1.0,0.0,4.0,24.0
