polisher,depth,total_SNP_errors,total_Deletion_errors,total_Insertion_errors,total_Mixed_errors,Existing,Introduced
pypolca,39.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,39.9,1.0,1.0,1.0,0.0,1.0,2.0
pypolca,40.0,0.0,2.0,0.0,0.0,2.0,0.0
pypolca,40.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,40.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,40.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,40.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,40.6,1.0,1.0,0.0,0.0,1.0,1.0
pypolca,40.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,40.8,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,40.9,0.0,2.0,0.0,0.0,1.0,1.0
pypolca,41.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,41.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,41.2,0.0,0.0,1.0,0.0,0.0,1.0
pypolca,41.3,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,41.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,41.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,41.6,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,41.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,41.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,41.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,42.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,42.1,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,42.2,0.0,3.0,0.0,0.0,1.0,2.0
pypolca,42.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,42.4,0.0,2.0,0.0,0.0,2.0,0.0
pypolca,42.5,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,42.6,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,42.7,2.0,1.0,1.0,0.0,1.0,3.0
pypolca,42.8,1.0,0.0,0.0,0.0,0.0,1.0
pypolca,42.9,1.0,2.0,1.0,0.0,1.0,3.0
pypolca,43.0,1.0,1.0,0.0,0.0,1.0,1.0
pypolca,43.1,1.0,1.0,0.0,0.0,1.0,1.0
pypolca,43.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,43.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,43.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,43.5,0.0,2.0,0.0,0.0,2.0,0.0
pypolca,43.6,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,43.8,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,43.9,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,44.0,0.0,2.0,0.0,0.0,1.0,1.0
pypolca,44.1,1.0,1.0,0.0,0.0,1.0,1.0
pypolca,44.2,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,44.3,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,44.4,1.0,1.0,0.0,0.0,1.0,1.0
pypolca,44.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,44.6,1.0,1.0,0.0,0.0,1.0,1.0
pypolca,44.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,44.8,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,44.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,45.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,45.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,45.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,45.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,45.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,45.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,45.6,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,45.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,45.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,45.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,46.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,46.1,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,46.2,0.0,2.0,0.0,0.0,2.0,0.0
pypolca,46.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,46.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,46.5,0.0,0.0,1.0,0.0,0.0,1.0
pypolca,46.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,46.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,46.8,0.0,4.0,0.0,0.0,4.0,0.0
pypolca,46.9,0.0,2.0,0.0,0.0,1.0,1.0
pypolca,47.0,1.0,1.0,1.0,0.0,1.0,2.0
pypolca,47.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,47.2,2.0,1.0,0.0,0.0,1.0,2.0
pypolca,47.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,47.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,47.5,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,47.6,0.0,2.0,0.0,0.0,1.0,1.0
pypolca,47.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,47.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,47.9,0.0,4.0,0.0,0.0,4.0,0.0
pypolca,48.0,0.0,2.0,0.0,0.0,1.0,1.0
pypolca,48.1,3.0,1.0,0.0,0.0,1.0,3.0
pypolca,48.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,48.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,48.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,48.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,48.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,48.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,48.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,48.9,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,49.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,49.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,49.2,0.0,0.0,1.0,0.0,0.0,1.0
pypolca,49.3,1.0,0.0,0.0,0.0,0.0,1.0
pypolca,49.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,49.5,0.0,2.0,0.0,0.0,2.0,0.0
pypolca,49.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,49.7,0.0,2.0,0.0,0.0,1.0,1.0
pypolca,49.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca,49.9,0.0,1.0,1.0,0.0,1.0,1.0
pypolca,50.0,1.0,1.0,0.0,0.0,1.0,1.0
pypolca-careful,25.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,25.1,0.0,3.0,0.0,0.0,3.0,0.0
pypolca-careful,25.2,0.0,3.0,0.0,0.0,3.0,0.0
pypolca-careful,25.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,25.4,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,25.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,25.6,1.0,1.0,1.0,0.0,1.0,2.0
pypolca-careful,25.7,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,25.8,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,25.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,26.0,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,26.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,26.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,26.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,26.4,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,26.5,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,26.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,26.7,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,26.8,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,26.9,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,27.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,27.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,27.2,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,27.3,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,27.4,0.0,2.0,0.0,0.0,1.0,1.0
pypolca-careful,27.5,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,27.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,27.7,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,27.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,27.9,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,28.0,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,28.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,28.2,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,28.3,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,28.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,28.5,1.0,1.0,0.0,0.0,1.0,1.0
pypolca-careful,28.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,28.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,28.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,28.9,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,29.0,0.0,2.0,1.0,0.0,2.0,1.0
pypolca-careful,29.1,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,29.2,0.0,3.0,0.0,0.0,3.0,0.0
pypolca-careful,29.3,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,29.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,29.5,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,29.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,29.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,29.8,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,29.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,30.0,0.0,5.0,0.0,0.0,5.0,0.0
pypolca-careful,30.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,30.2,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,30.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,30.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,30.5,0.0,4.0,1.0,0.0,4.0,1.0
pypolca-careful,30.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,30.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,30.8,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,30.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,31.0,1.0,1.0,0.0,0.0,1.0,1.0
pypolca-careful,31.1,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,31.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,31.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,31.4,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,31.5,0.0,2.0,1.0,0.0,2.0,1.0
pypolca-careful,31.6,1.0,1.0,1.0,0.0,1.0,2.0
pypolca-careful,31.7,0.0,3.0,1.0,0.0,3.0,1.0
pypolca-careful,31.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,31.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,32.0,0.0,4.0,1.0,0.0,4.0,1.0
pypolca-careful,32.1,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,32.2,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,32.3,0.0,2.0,1.0,0.0,2.0,1.0
pypolca-careful,32.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,32.5,1.0,1.0,0.0,0.0,1.0,1.0
pypolca-careful,32.6,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,32.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,32.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,32.9,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,33.0,0.0,5.0,0.0,0.0,4.0,1.0
pypolca-careful,33.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,33.2,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,33.3,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,33.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,33.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,33.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,33.7,0.0,2.0,0.0,0.0,1.0,1.0
pypolca-careful,33.8,0.0,2.0,0.0,0.0,1.0,1.0
pypolca-careful,33.9,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,34.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,34.1,0.0,3.0,0.0,0.0,3.0,0.0
pypolca-careful,34.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,34.3,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,34.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,34.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,34.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,34.7,0.0,2.0,1.0,0.0,2.0,1.0
pypolca-careful,34.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,34.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,35.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,35.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,35.2,0.0,2.0,1.0,0.0,2.0,1.0
pypolca-careful,35.3,0.0,2.0,1.0,0.0,2.0,1.0
pypolca-careful,35.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,35.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,35.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,35.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,35.8,0.0,2.0,0.0,0.0,1.0,1.0
pypolca-careful,35.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,36.0,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,36.1,0.0,3.0,0.0,0.0,2.0,1.0
pypolca-careful,36.2,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,36.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,36.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,36.5,0.0,5.0,1.0,0.0,5.0,1.0
pypolca-careful,36.6,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,36.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,36.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,36.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,37.0,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,37.1,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,37.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,37.3,0.0,4.0,1.0,0.0,4.0,1.0
pypolca-careful,37.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,37.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,37.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,37.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,37.8,0.0,3.0,0.0,0.0,3.0,0.0
pypolca-careful,37.9,0.0,3.0,0.0,0.0,2.0,1.0
pypolca-careful,38.0,0.0,5.0,0.0,0.0,5.0,0.0
pypolca-careful,38.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,38.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,38.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,38.4,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,38.5,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,38.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,38.7,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,38.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,38.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,39.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,39.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,39.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,39.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,39.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,39.5,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,39.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,39.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,39.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,39.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,40.0,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,40.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,40.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,40.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,40.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,40.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,40.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,40.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,40.8,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,40.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,41.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,42.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,42.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,42.2,0.0,2.0,0.0,0.0,1.0,1.0
pypolca-careful,42.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,42.4,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,42.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,42.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,42.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,42.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,42.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,43.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,43.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,43.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,43.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,43.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,43.5,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,43.6,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,43.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,43.8,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,43.9,0.0,1.0,1.0,0.0,1.0,1.0
pypolca-careful,44.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,44.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,44.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,44.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,44.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,44.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,44.6,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,44.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,44.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,44.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,45.9,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,46.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,46.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,46.2,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,46.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,46.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,46.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,46.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,46.8,0.0,4.0,0.0,0.0,4.0,0.0
pypolca-careful,46.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,47.0,1.0,1.0,0.0,0.0,1.0,1.0
pypolca-careful,47.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,47.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,47.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,47.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,47.5,0.0,2.0,1.0,0.0,2.0,1.0
pypolca-careful,47.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,47.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,47.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,47.9,0.0,5.0,0.0,0.0,5.0,0.0
pypolca-careful,48.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,48.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,48.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,48.3,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,48.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,48.5,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,48.6,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,48.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,48.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,48.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.5,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,49.6,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,49.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,50.0,0.0,1.0,0.0,0.0,1.0,0.0
